id,date,price,formated_price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price_per_livingarea,expensive
3394100030,20140909T000000,975000,975000,4,2.5,2720,11049,2,0,0,3,10,2720,0,1989,0,98004,475815,-122192,2750,11049,358.4558824,FALSE
1802000060,20140612T000000,1325000000,1325000,5,2.25,3200,20158,1,0,0,3,8,1600,1600,1965,0,98004,476303,-122215,3390,20158,414.0625,FALSE
2450000295,20141007T000000,1088000000,1088000,3,2.5,2920,8113,2,0,0,3,8,2920,0,1950,2010,98004,475814,-122196,2370,8113,372.6027397,FALSE
4389200955,20150302T000000,1.45e+006,1450000,4,2.75,2750,17789,1.5,0,0,3,8,1980,770,1914,1992,98004,476141,-122212,3060,11275,527.2727273,TRUE
7960900060,20150504T000000,2.9e+006,2900000,4,3.25,5050,20100,1.5,0,2,3,11,4750,300,1982,2008,98004,476312,-122223,3890,20060,574.2574257,TRUE
1653500070,20140512T000000,927000,927000,4,2.75,3300,12090,2,0,0,3,8,3300,0,1953,0,98004,476294,-122218,3180,12239,280.9090909,FALSE
9808650060,20150225T000000,1.3e+006,1300000,3,2,2350,15021,1,0,0,4,8,1770,580,1976,0,98004,476408,-122219,3530,15715,553.1914894,TRUE
4348800030,20141121T000000,727500,727500,2,2,1240,9119,1,0,0,4,7,1240,0,1952,0,98004,476221,-122193,1380,9121,586.6935484,TRUE
708000030,20140902T000000,888000,888000,3,1.5,1250,8710,1,0,0,4,7,1250,0,1953,0,98004,476245,-122198,1750,9185,710.4,TRUE
6664000030,20141009T000000,980000,980000,4,2.25,2240,11034,2,0,0,3,8,2240,0,1976,0,98004,475894,-122195,2300,11550,437.5,FALSE
8146100270,20150324T000000,824000,824000,4,2.25,2490,9864,1,0,0,4,8,1290,1200,1961,0,98004,476051,-122195,2360,9864,330.9236948,FALSE
3323500030,20140604T000000,1.27e+006,1270000,5,2.5,3200,17204,1,0,0,3,7,2160,1040,1952,0,98004,476209,-122222,4090,15732,396875,FALSE
2925059135,20150408T000000,1.3215e+006,1321500,3,3,2230,12968,2,0,0,3,9,2230,0,1990,0,98004,476271,-122197,2260,10160,592.6008969,TRUE
7000100631,20150507T000000,730000,730000,5,1.75,2690,21357,1,0,0,4,7,1420,1270,1952,0,98004,475831,-122191,2600,17539,271.3754647,FALSE
3250500140,20141008T000000,850000,850000,3,1.75,1400,9900,1,0,0,3,7,1400,0,1951,0,98004,476272,-122209,1810,10796,607.1428571,TRUE
4389200765,20140625T000000,2.3e+006,2300000,4,3.25,4250,8570,2,0,0,3,9,4250,0,2004,0,98004,476154,-122.21,2830,12821,541.1764706,TRUE
8964800445,20150209T000000,2.26e+006,2260000,3,3.5,3110,14872,1,0,0,3,10,3110,0,2003,0,98004,476178,-122209,3110,12433,726.6881029,TRUE
8907500070,20150413T000000,5.35e+006,5350000,5,5,8000,23985,2,0,4,3,12,6720,1280,2009,0,98004,476232,-122.22,4600,21750,668.75,TRUE
4395600060,20140630T000000,935000,935000,2,2.5,1780,2067,2,0,0,5,9,1780,0,1974,0,98004,476132,-122.21,2320,2067,525.2808989,TRUE
8964800370,20141022T000000,1375000000,1375000,3,1.5,1850,10572,1,0,0,4,8,1850,0,1953,0,98004,476194,-122208,3030,12752,743.2432432,TRUE
8081500060,20141001T000000,1928000000,1928000,4,3.25,4280,20296,2,0,0,4,11,4280,0,1984,0,98004,476377,-122212,3420,16351,450.4672897,FALSE
9290900160,20140911T000000,1.43e+006,1430000,4,2.5,3380,27589,2,0,0,3,10,3380,0,1966,0,98004,476292,-122225,3390,20075,423.0769231,FALSE
7787400030,20140609T000000,1635000000,1635000,5,3.5,4220,26784,1,0,0,3,10,2110,2110,1958,2006,98004,476003,-122206,3450,33945,387.4407583,FALSE
8146100370,20140904T000000,735000,735000,4,1.75,2100,7960,1,0,0,3,8,1340,760,1955,0,98004,476079,-122195,2060,7960,350,FALSE
3861400030,20141124T000000,950000,950000,4,1.75,2210,19025,1,0,0,4,7,1460,750,1952,0,98004,475927,-122203,2640,14999,429.8642534,FALSE
6344000060,20141015T000000,760000,760000,4,1.75,2770,8521,1,0,0,4,7,1470,1300,1953,0,98004,476255,-122199,1910,9380,274.368231,FALSE
6448600060,20150226T000000,1.55e+006,1550000,5,2.5,2450,20805,2,0,0,4,9,2450,0,1963,0,98004,476275,-122227,3020,20324,632.6530612,TRUE
3859900060,20150112T000000,2.75e+006,2750000,5,4,6300,16065,2,0,1,3,12,4360,1940,2004,0,98004,475922,-122207,3260,17287,436.5079365,FALSE
824059083,20140902T000000,993000,993000,4,2,2850,14810,2,0,0,5,8,2490,360,1954,0,98004,475892,-122203,2430,10454,348.4210526,FALSE
2451000070,20150402T000000,1.4e+006,1400000,4,2.5,2770,8879,2,0,0,3,9,2770,0,2001,0,98004,475831,-122193,2770,8882,505.4151625,TRUE
3395000070,20140927T000000,1.5445e+006,1544500,4,2.75,4910,15139,1,0,0,4,10,2560,2350,1964,0,98004,476444,-122.22,3980,15139,314.5621181,FALSE
824059277,20141215T000000,985000,985000,3,3.5,2600,11920,2,0,0,5,8,2600,0,1969,0,98004,47582,-122194,2430,10050,378.8461538,FALSE
4389200796,20140522T000000,1.6e+006,1600000,3,2.5,3160,12824,1,0,2,4,9,1820,1340,1966,0,98004,476151,-122216,3390,11985,506.3291139,TRUE
7787400105,20150306T000000,1865000000,1865000,4,2.5,2950,43560,1,0,2,4,9,2550,400,1951,0,98004,475988,-122207,3260,41016,632.2033898,TRUE
292000070,20150406T000000,895000,895000,5,2.5,2350,14197,1,0,0,4,8,1220,1130,1962,0,98004,476005,-122204,2470,11629,380.8510638,FALSE
8056000075,20140521T000000,1065000000,1065000,2,1.75,1890,9466,2,0,0,3,8,1890,0,1987,0,98004,476144,-122211,2180,12825,563.4920635,TRUE
9808590310,20150408T000000,1.00075e+006,1000750,3,2.75,3070,10739,2,0,0,3,10,2440,630,1987,0,98004,476444,-122191,3490,11913,325.9771987,FALSE
1552100135,20140609T000000,1.15e+006,1150000,3,2.5,2850,10474,1,0,0,4,8,1730,1120,1954,0,98004,476218,-122209,2820,10474,403.5087719,FALSE
1651500060,20140929T000000,845000,845000,5,2,1720,9972,1,0,0,4,8,1720,0,1951,0,98004,476368,-122218,2700,9023,491.2790698,TRUE
9808100100,20150202T000000,3000000,3000000,5,3.25,5370,14091,2,0,0,3,10,3850,1520,1918,2008,98004,476499,-122216,2410,12047,558.6592179,TRUE
3860400100,20141121T000000,950000,950000,4,2.75,2500,20000,1,0,0,4,8,1700,800,1969,0,98004,475901,-122198,2650,20000,380,FALSE
251620110,20140702T000000,2288000000,2288000,4,2.5,4080,18362,2,0,2,4,11,4080,0,1983,0,98004,476344,-122214,4080,19991,560.7843137,TRUE
9808700405,20140604T000000,1901000000,1901000,3,2.5,2660,13367,2,0,2,3,10,2660,0,1992,0,98004,476501,-122217,2660,13367,714.6616541,TRUE
540100057,20150428T000000,1208000000,1208000,4,3.75,3250,10949,2,0,0,4,9,2940,310,1930,1989,98004,47639,-122219,2340,15234,371.6923077,FALSE
1266200015,20150127T000000,805500,805500,3,1,1440,10330,1,0,0,4,7,1440,0,1952,0,98004,476245,-122193,2080,10327,559375,TRUE
8085400490,20140801T000000,1306000000,1306000,5,2.5,2770,8100,2,0,0,3,9,2770,0,2002,0,98004,476341,-122208,2070,8100,471.4801444,FALSE
8964800025,20150226T000000,1965000000,1965000,5,3.75,3940,13738,1.5,0,3,4,9,3940,0,1951,0,98004,476203,-122212,2370,13320,498.7309645,TRUE
3861470110,20140623T000000,2075000000,2075000,4,3.5,4230,20377,2,0,0,3,11,4230,0,1997,0,98004,475954,-122206,3980,20489,490.5437352,TRUE
3025059089,20150505T000000,950000,950000,3,1.5,1700,8050,1,0,0,3,7,1130,570,1950,0,98004,476304,-122218,2920,12239,558.8235294,TRUE
249000115,20140828T000000,650000,650000,3,1,1300,8266,1,0,0,4,7,1300,0,1953,0,98004,476337,-122199,1300,8707,500,TRUE
7000100711,20140621T000000,1.1e+006,1100000,3,2.5,2200,20000,1,0,1,3,7,1400,800,1952,0,98004,475809,-122191,3050,11775,500,TRUE
7768700315,20140630T000000,1.23e+006,1230000,3,1.75,2200,14630,1.5,0,1,3,8,2200,0,1948,2003,98004,476074,-122213,2850,15803,559.0909091,TRUE
7000100850,20140926T000000,569000,569000,4,1.75,1230,7890,1,0,1,4,7,1090,140,1950,0,98004,475808,-122189,2380,13176,462.601626,FALSE
6448000090,20140512T000000,1575000000,1575000,5,2.75,3650,20150,1,0,0,4,10,2360,1290,1975,0,98004,476215,-122224,3220,19800,431.5068493,FALSE
1561600025,20140603T000000,712500,712500,3,1.5,1660,8797,1,0,0,4,7,1660,0,1956,0,98004,475892,-122202,2350,10053,429.2168675,FALSE
3861400061,20150213T000000,641000,641000,3,1.75,1480,9603,1,0,0,3,7,1480,0,1952,0,98004,475915,-122202,2660,10766,433.1081081,FALSE
4389201250,20140513T000000,2.45e+006,2450000,5,4,4430,9000,2,0,0,3,10,4430,0,2013,0,98004,476168,-122216,2470,9490,553.0474041,TRUE
8562400025,20140916T000000,816000,816000,3,1.5,1180,8545,1,0,0,3,8,1180,0,1952,0,98004,47624,-122.2,1660,9000,691.5254237,TRUE
8146300025,20140813T000000,772000,772000,4,2.5,2500,8680,1,0,0,4,7,1250,1250,1958,0,98004,476073,-122192,2140,8680,308.8,FALSE
7963900100,20140912T000000,680000,680000,3,2.5,2620,14248,2,0,0,4,8,1830,790,1977,0,98004,476281,-122194,2620,12343,259.5419847,FALSE
9808700762,20140611T000000,7.0625e+006,7062500,5,4.5,10040,37325,2,1,2,3,11,7680,2360,1940,2001,98004,47.65,-122214,3930,25449,703.436255,TRUE
1925059194,20141209T000000,1145000000,1145000,4,2.25,2840,20242,1,0,0,3,8,2240,600,1972,0,98004,47639,-122216,2840,20372,403.1690141,FALSE
629000615,20141022T000000,1495000000,1495000,4,3.25,3070,10375,2,0,0,3,10,2180,890,1962,2005,98004,475862,-122198,2500,11194,486.970684,TRUE
8964800930,20150317T000000,1.35e+006,1350000,4,2,2240,10296,1,0,0,5,8,2240,0,1948,0,98004,476177,-122217,2500,10918,602.6785714,TRUE
685000115,20141007T000000,2.15e+006,2150000,8,6,4340,9415,2,0,0,3,8,4340,0,1967,0,98004,476316,-122202,2050,9100,495.3917051,TRUE
1872900076,20140620T000000,979000,979000,3,1.5,1700,14133,1,0,1,4,8,1700,0,1954,0,98004,476166,-122.22,2630,17376,575.8823529,TRUE
4122500100,20150211T000000,1191000000,1191000,5,2.5,2710,14989,1,0,0,3,8,1720,990,1959,0,98004,476411,-122207,3180,16624,439.4833948,FALSE
251620090,20140530T000000,2.4e+006,2400000,4,3.25,4140,20734,1,0,1,3,10,3300,840,1977,2005,98004,476344,-122215,4020,20008,579.7101449,TRUE
824059211,20141117T000000,800000,800000,4,1.75,2150,9148,1,0,0,4,7,2150,0,1955,0,98004,475828,-122197,2370,9148,372.0930233,FALSE
2125059013,20150420T000000,1.67e+006,1670000,5,3.5,4320,40816,2,0,0,4,11,4320,0,1997,0,98004,47644,-122185,4320,44584,386.5740741,FALSE
4389201064,20140703T000000,810000,810000,3,1.5,1520,9041,1,0,0,4,7,1520,0,1954,0,98004,476158,-122213,3260,10020,532.8947368,TRUE
3225059223,20140519T000000,1405000000,1405000,4,3.5,3410,10769,2,0,0,3,10,3410,0,2008,0,98004,476081,-122198,2650,10058,412.0234604,FALSE
824059140,20140527T000000,949880,949880,4,2.25,2290,10687,2,0,0,3,9,2290,0,1978,0,98004,475878,-122202,2290,10300,414.7947598,FALSE
644200090,20140715T000000,921000,921000,3,2.25,2380,11200,1,0,0,4,8,2380,0,1963,0,98004,475873,-122193,2010,11200,386.9747899,FALSE
2425700005,20150428T000000,760000,760000,3,1.75,1410,15120,1,0,0,4,7,1410,0,1950,0,98004,475974,-122195,1880,15120,539.0070922,TRUE
9809000020,20140513T000000,1895000000,1895000,5,2.25,3120,16672,2,0,0,4,9,3120,0,1969,0,98004,476458,-122219,3740,17853,607.3717949,TRUE
9809000020,20150313T000000,1.94e+006,1940000,5,2.25,3120,16672,2,0,0,4,9,3120,0,1969,0,98004,476458,-122219,3740,17853,621.7948718,TRUE
644000185,20140707T000000,875000,875000,3,1.5,1820,12686,1,0,0,4,7,1820,0,1952,0,98004,475886,-122195,3020,11550,480.7692308,TRUE
9320200050,20141216T000000,1.5e+006,1500000,4,2.75,2930,25697,1,0,0,4,9,2310,620,1964,0,98004,476264,-122226,3810,20681,511.9453925,TRUE
3210600010,20141031T000000,635000,635000,3,2.25,1940,7482,1,0,0,4,7,1240,700,1964,0,98004,476004,-122195,2340,9310,327.3195876,FALSE
9533600185,20150401T000000,985000,985000,3,1.75,1700,8534,1,0,0,4,7,1700,0,1953,0,98004,476276,-122205,2100,10443,579.4117647,TRUE
5739600427,20150311T000000,725000,725000,3,1.75,1630,9000,1,0,0,3,7,960,670,1955,0,98004,476023,-122205,1880,9000,444.7852761,FALSE
9808100185,20141003T000000,1691000000,1691000,4,3.5,4020,13515,2,0,0,3,11,4020,0,2001,0,98004,476462,-122212,3930,13515,420.6467662,FALSE
686900010,20140528T000000,898000,898000,5,1.5,2680,28014,1,0,0,4,8,1450,1230,1963,0,98004,476348,-122196,2900,22180,335.0746269,FALSE
7933250050,20141028T000000,1419000000,1419000,5,3.25,4020,4500,2,0,0,3,9,3120,900,2010,0,98004,476349,-122204,3550,5775,352.9850746,FALSE
6645900010,20141120T000000,1.47e+006,1470000,4,2.5,3030,10189,1,0,0,3,9,2380,650,2003,0,98004,476367,-122206,1940,10189,485.1485149,TRUE
524059323,20150219T000000,990400,990400,3,2.5,2100,4097,2,0,0,3,9,2100,0,2008,0,98004,475983,-122.2,1820,4764,471.6190476,FALSE
2025059134,20150113T000000,810000,810000,3,2,1760,16928,1,0,0,3,7,1760,0,1953,0,98004,476363,-122202,3430,10059,460.2272727,FALSE
4348800080,20140711T000000,641200,641200,3,1,1060,9123,1,0,0,3,7,1060,0,1952,0,98004,476218,-122193,1620,9121,604.9056604,TRUE
9808590460,20150218T000000,1.2e+006,1200000,4,2.25,2860,10702,2,0,0,3,10,2860,0,1982,0,98004,476451,-122189,2890,10572,419.5804196,FALSE
2925059260,20150506T000000,800000,800000,5,2.5,3000,10560,1,0,0,3,8,1500,1500,1966,0,98004,476249,-122206,2690,11616,266.6666667,FALSE
8084400010,20150316T000000,650000,650000,3,1,920,6750,1,0,0,4,7,920,0,1951,0,98004,476322,-122212,1460,8933,706.5217391,TRUE
1266200130,20140615T000000,650000,650000,3,1.75,2140,9484,1,0,0,3,7,1290,850,1953,0,98004,476234,-122191,1960,9630,303.7383178,FALSE
5536100010,20150204T000000,1.05e+006,1050000,4,1,1330,9729,1,0,0,3,6,1330,0,1952,0,98004,476223,-122208,2920,10353,789.4736842,TRUE
824059321,20140602T000000,1.96522e+006,1965220,4,3.5,4370,8510,2,0,1,3,10,3610,760,2003,0,98004,475876,-122204,2960,10347,449.7070938,FALSE
4340000080,20150327T000000,1.45e+006,1450000,4,3.5,2820,7809,2,0,0,3,10,2820,0,1995,0,98004,47622,-122195,2630,7904,514.1843972,TRUE
862000020,20150206T000000,800000,800000,6,1,1430,20620,2,0,0,3,7,1430,0,1954,0,98004,476255,-122209,2450,10080,559.4405594,TRUE
4122700020,20140710T000000,850000,850000,5,2,2310,13430,1.5,0,0,4,8,2310,0,1966,0,98004,476395,-122203,2810,13906,367.965368,FALSE
2344300122,20140808T000000,900000,900000,3,3.25,2620,7215,1,0,0,4,8,1770,850,1980,0,98004,475836,-122.2,2180,8931,343.5114504,FALSE
6043400006,20140729T000000,815000,815000,4,1.5,2060,16110,1,0,0,4,8,2060,0,1949,0,98004,475983,-122202,2060,16110,395.631068,FALSE
1925059049,20140721T000000,775000,775000,3,1,1175,10454,1,0,0,4,6,1175,0,1949,0,98004,476388,-122218,2010,10800,659.5744681,TRUE
3391500050,20140703T000000,1875000000,1875000,4,3.25,3930,10929,2,0,0,3,10,3930,0,2006,0,98004,476259,-122194,1780,9999,477.0992366,TRUE
3025059136,20140813T000000,800000,800000,2,1,1050,8750,1,0,0,4,7,1050,0,1951,0,98004,476294,-122215,3360,20115,761.9047619,TRUE
8964800225,20150303T000000,1.43e+006,1430000,3,2,1890,12017,1,0,2,3,8,1890,0,1949,0,98004,476203,-122.21,2000,12210,756.6137566,TRUE
524059093,20140825T000000,775000,775000,3,1.75,1640,18730,1.5,0,0,4,7,1640,0,1946,0,98004,475975,-122196,1670,12154,472.5609756,FALSE
1056200010,20140902T000000,750000,750000,3,1.75,1590,8285,1,0,0,4,8,1590,0,1956,0,98004,475855,-122194,1970,8970,471.6981132,FALSE
824059265,20141001T000000,1155000000,1155000,3,1.75,1640,10464,1,0,2,4,8,1640,0,1968,0,98004,475873,-122205,2630,18872,704.2682927,TRUE
6377200010,20141208T000000,2175000000,2175000,4,3,4750,21701,1.5,0,0,5,11,4750,0,1976,0,98004,476454,-122218,3120,18551,457.8947368,FALSE
853200010,20140701T000000,3.8e+006,3800000,5,5.5,7050,42840,1,0,2,4,13,4320,2730,1978,0,98004,476229,-122.22,5070,20570,539.0070922,TRUE
2025059150,20140702T000000,1038000000,1038000,4,1.75,1440,13296,1,0,0,4,8,1440,0,1967,0,98004,47634,-122204,3520,10802,720.8333333,TRUE
6448000020,20150129T000000,1.49e+006,1490000,4,2.5,2420,18480,1,0,0,4,9,2420,0,1967,0,98004,476214,-122227,3330,19910,615.7024793,TRUE
2450000290,20141215T000000,1245000000,1245000,5,2.5,3370,8113,2,0,0,3,9,3370,0,2005,0,98004,475812,-122196,2470,8113,369.4362018,FALSE
524059148,20140606T000000,1.6e+006,1600000,4,3.5,4280,9583,2,0,0,3,11,4280,0,2005,0,98004,475979,-122197,2360,10031,373.8317757,FALSE
7000100635,20140715T000000,600000,600000,3,1,940,19000,1,0,0,3,6,940,0,1945,0,98004,475828,-122.19,2280,19000,638.2978723,TRUE
685000265,20150102T000000,825000,825000,3,1.75,1930,8442,1,0,0,4,7,1930,0,1953,0,98004,476313,-122204,1790,8442,427.4611399,FALSE
8085400355,20141204T000000,1.27e+006,1270000,5,3,3950,9520,1,0,0,3,9,2250,1700,1953,2002,98004,476363,-122207,1890,9520,321.5189873,FALSE
644200040,20140515T000000,1000000,1000000,5,4.25,3920,16258,2,0,0,3,9,2900,1020,1990,0,98004,475871,-122192,2540,12131,255.1020408,FALSE
2925059294,20150327T000000,860000,860000,3,2,1880,8494,1,0,0,4,7,1200,680,1968,0,98004,476217,-122192,1290,9128,457.4468085,FALSE
8084900195,20141121T000000,1646000000,1646000,6,3.5,4010,16200,1,0,0,3,8,2090,1920,1955,1990,98004,476322,-122216,3560,16200,410.4738155,FALSE
1051000040,20150424T000000,1.8241e+006,1824100,3,2.25,3330,20053,2,0,0,3,9,3330,0,1968,1998,98004,476395,-122214,2870,20053,547.7777778,TRUE
8146100410,20140805T000000,760000,760000,3,1.5,1170,7645,1,0,0,4,7,1170,0,1955,0,98004,476077,-122194,1870,7678,649.5726496,TRUE
8146100325,20140505T000000,787000,787000,3,1.75,1330,7500,1,0,0,3,8,1330,0,1961,0,98004,476074,-122195,1690,7800,591.7293233,TRUE
5078400090,20141209T000000,915000,915000,5,2.75,2580,7630,1,0,0,4,7,1730,850,1954,0,98004,476226,-122205,2040,7717,354.6511628,FALSE
4389201021,20140701T000000,1.01425e+006,1014250,3,1,1640,12855,1.5,0,0,5,6,1500,140,1920,0,98004,476169,-122212,2190,11262,618.445122,TRUE
2387000110,20141110T000000,898000,898000,2,1.75,1490,9874,1,0,0,4,7,1490,0,1963,0,98004,476246,-122199,2280,9869,602.6845638,TRUE
9808700650,20150313T000000,1208000000,1208000,3,2.25,1590,8520,2,0,0,4,8,1590,0,1980,0,98004,476477,-122216,2470,12005,759.7484277,TRUE
8964800755,20150116T000000,1.59e+006,1590000,4,2.25,3240,11131,1,0,0,4,9,2080,1160,1953,0,98004,476182,-122215,2300,12150,490.7407407,TRUE
3835500195,20140618T000000,4489000000,4489000,4,3,6430,27517,2,0,0,3,12,6430,0,2001,0,98004,476208,-122219,3720,14592,698.1337481,TRUE
2450500110,20140508T000000,780000,780000,4,1.75,2480,9195,1,0,0,3,7,1390,1090,1950,0,98004,47584,-122195,2440,9195,314.516129,FALSE
7000100775,20140721T000000,625000,625000,3,2,1730,12219,1,0,0,4,7,1730,0,1986,0,98004,475825,-122189,2470,13594,361.2716763,FALSE
540100056,20140601T000000,843500,843500,4,2,2630,16475,2,0,0,4,8,2630,0,1953,0,98004,47639,-122219,2670,15001,320.7224335,FALSE
8146300015,20140716T000000,685000,685000,4,2.5,2170,8680,1,0,0,3,7,1220,950,1959,0,98004,476078,-122192,2010,8680,315.6682028,FALSE
4389200610,20141201T000000,903000,903000,2,1.5,1140,7800,1,0,0,4,6,1140,0,1947,0,98004,476142,-122209,2020,7800,792.1052632,TRUE
7768700300,20141205T000000,2575000000,2575000,4,4.25,5540,15408,2,0,1,3,11,4280,1260,2006,0,98004,476071,-122212,3570,14750,464.801444,FALSE
3536900110,20141009T000000,1.3625e+006,1362500,3,2,2310,21318,1,0,0,3,10,2310,0,1979,1996,98004,476381,-122224,2950,21814,589.8268398,TRUE
3472800065,20140826T000000,1698000000,1698000,4,3,3600,9687,2,0,0,4,9,3600,0,1959,1995,98004,476257,-122208,2620,10400,471.6666667,FALSE
644000040,20150429T000000,1.78e+006,1780000,4,3.25,3950,10912,2,0,0,3,10,3950,0,2003,0,98004,475877,-122196,3000,10998,450.6329114,FALSE
3537900180,20141020T000000,700000,700000,2,1,1300,12000,1,0,0,4,8,1300,0,1959,0,98004,476366,-122229,2420,15000,538.4615385,TRUE
4389200753,20140819T000000,1565000000,1565000,4,2.75,2810,8570,2,0,0,3,10,2810,0,1993,0,98004,476159,-122211,2810,9621,556.9395018,TRUE
8861000210,20150408T000000,865000,865000,3,1.75,1480,8163,1,0,0,3,7,1040,440,1953,0,98004,47638,-122206,2170,11124,584.4594595,TRUE
524059250,20140922T000000,1388000000,1388000,4,2.5,3450,17400,1.5,0,0,4,9,2180,1270,1964,0,98004,475969,-122206,3770,19530,402.318840,FALSE
686900030,20150323T000000,999950,999950,3,2.25,3740,22464,2,0,0,5,8,2330,1410,1966,0,98004,476354,-122196,2680,19564,267.3663102,FALSE
8861000060,20141231T000000,875000,875000,3,1,1160,10732,1,0,0,3,7,1160,0,1953,0,98004,476391,-122205,2390,13656,754.3103448,TRUE
682000030,20140703T000000,610000,610000,3,2,2300,13418,1,0,0,3,8,1430,870,1955,0,98004,476075,-122.2,2140,9380,265.2173913,FALSE
650000030,20141017T000000,745000,745000,3,1,1390,9112,1,0,0,4,7,1390,0,1951,0,98004,476071,-122197,2290,9112,535.971223,TRUE
8146200070,20150310T000000,1.7e+006,1700000,5,2.75,3810,9360,2,0,0,3,10,3810,0,2014,0,98004,476039,-122194,2110,9870,446.1942257,FALSE
711000070,20140725T000000,730000,730000,3,1.75,2040,11294,1,0,0,4,7,1340,700,1952,0,98004,475923,-122197,2120,9587,357.8431373,FALSE
2025059204,20140730T000000,1.01305e+006,1013050,4,2.5,2480,12688,1,0,0,4,9,1820,660,1967,0,98004,476344,-122205,2910,11979,408.4879032,FALSE
8085400055,20150428T000000,1.5825e+006,1582500,4,2.5,3980,16304,1,0,1,3,10,2480,1500,1968,0,98004,47639,-122.21,3980,16304,397.6130653,FALSE
1652500060,20140711T000000,1.65e+006,1650000,8,2.75,4040,20666,1,0,0,4,9,2020,2020,1962,0,98004,47634,-122221,3670,20500,408.4158416,FALSE
1925059200,20150407T000000,1.5576e+006,1557600,4,2.5,2700,17853,2,0,0,4,9,2700,0,1960,0,98004,476463,-122219,3790,16672,576.8888889,TRUE
3860400060,20140801T000000,1.13e+006,1130000,4,2.5,2660,11200,2,0,0,3,9,2660,0,1999,0,98004,475894,-122197,3290,11275,424.8120301,FALSE
6669000070,20140805T000000,1000000,1000000,4,1.75,1780,11436,1,0,0,5,9,1780,0,1967,0,98004,476273,-122194,2100,12052,561.7977528,TRUE
